I
1000 Generated by WorldEditor

1     15 0 0 RJGG CHUBU CENTRAIR INTL
100 67.06 1 0 0.25 1 2 0 18  34.87385266  136.80168702    0   60 2 1 1 1 36  34.84297534  136.80913099    0   60 2 1 1 1
102 H6  34.87623797  136.80679564 259.55 10.00 10.00 1 0 1 0.00 1
102 H5  34.87601413  136.80685130 259.55 10.00 10.00 1 0 1 0.00 1
102 H4  34.87578298  136.80690149 259.55 10.00 10.00 1 0 1 0.00 1
102 H1  34.87549861  136.80584717 348.83 10.00 10.00 1 0 1 0.55 1
110 1 0.00 120.0000 New Taxiway 26
111  34.86055767  136.80532867
112  34.86206524  136.80555352  34.86252491  136.80573494
113  34.86123052  136.80507504
110 1 0.00 120.0000 New Taxiway 32
111  34.87387792  136.80423648
111  34.87348601  136.80435786
111  34.87351170  136.80454580
113  34.87392289  136.80447924
110 1 0.00 120.0000 New Taxiway 31
111  34.87302764  136.80445460
111  34.87267455  136.80454520
111  34.87275154  136.80472965
113  34.87304888  136.80467464
110 1 0.00 120.0000 New Taxiway 30
111  34.87296127  136.80399186
111  34.87255508  136.80411159
111  34.87260286  136.80428957
113  34.87299048  136.80419896
110 1 0.00 120.0000 New Taxiway 28
111  34.87397548  136.80485486
111  34.87359369  136.80493720
111  34.87362338  136.80516052
113  34.87400619  136.80504574
110 1 0.00 120.0000 New Taxiway 27
112  34.87407041  136.80529348  34.87405759  136.80529348
111  34.87362147  136.80540814
111  34.87368133  136.80561660
113  34.87410890  136.80552800
110 1 0.00 120.0000 New Taxiway 26
112  34.87323238  136.80549152  34.87322811  136.80549152
111  34.87288605  136.80560096
111  34.87297328  136.80576722
113  34.87327514  136.80573646
110 1 0.00 120.0000 New Taxiway 25
111  34.87313404  136.80503812
111  34.87280054  136.80523616
111  34.87283474  136.80532996
113  34.87316397  136.80526222
110 1 0.00 120.0000 New Taxiway 2
111  34.85266016  136.80888370 102
112  34.85258784  136.80892592  34.85255819  136.80893279
113  34.85263325  136.80892352
110 1 0.00 120.0000 New Taxiway 28
111  34.87275214  136.80472796 102
112  34.87281434  136.80514306  34.87255336  136.80547401
111  34.87312541  136.80509807
113  34.87307268  136.80462896
110 1 0.00 120.0000 New Taxiway 31
111  34.84988364  136.81494961
112  34.85012722  136.81512031  34.85015867  136.81530844
113  34.85010005  136.81483551
110 1 0.00 120.0000 New Taxiway 30
111  34.85073992  136.81332160 102
112  34.85058800  136.81363170  34.85043578  136.81366879
113  34.85080914  136.81367464
110 1 0.00 120.0000 New Taxiway 29
111  34.85021430  136.81125590 102
112  34.85042706  136.81140234  34.85044174  136.81150782
113  34.85041144  136.81119204
110 1 0.00 120.0000 New Taxiway 28
111  34.84394380  136.81035598 102
112  34.84342273  136.81049556  34.84309879  136.80990544
111  34.84350925  136.81125580
113  34.84409050  136.81107639
110 1 0.00 120.0000 New Taxiway 27
111  34.84383210  136.80931213
111  34.84364925  136.80942461
113  34.84384275  136.80955007
110 1 0.00 120.0000 New Taxiway 26
111  34.84402551  136.80966088
111  34.84367611  136.80935317
111  34.84319178  136.80951335
112  34.84332986  136.80992804  34.84333124  136.80991693 102
112  34.84340101  136.80977375  34.84345426  136.80971606 102
112  34.84352138  136.80972416  34.84353598  136.80971986 102
111  34.84362598  136.80973389 102
112  34.84375272  136.80978885  34.84387516  136.80985167 102
113  34.84388175  136.80997471 103
110 1 0.00 120.0000 New Taxiway 25
111  34.84453830  136.81087153
112  34.84470374  136.81082661  34.84453795  136.81087130 102
113  34.84450761  136.81064540
110 1 0.00 120.0000 New Taxiway 24
111  34.84425063  136.80921870
112  34.84431834  136.80947908  34.84428117  136.80923175 102
113  34.84446155  136.80921548
110 1 0.00 120.0000 New Taxiway 23
111  34.84459130  136.81149676
111  34.84465357  136.81198573
112  34.84507024  136.81183208  34.84478310  136.81170983 102
113  34.84501658  136.81141514
110 1 0.00 120.0000 New Taxiway 22
111  34.84368613  136.81197565
111  34.84341767  136.81209522
113  34.84369590  136.81225166
110 1 0.00 120.0000 New Taxiway 21
111  34.84410403  136.81214220
111  34.84390289  136.81227783
113  34.84411965  136.81239442
110 1 0.00 120.0000 New Taxiway 20
111  34.84341767  136.81209522 102
112  34.84413443  136.81255543  34.84467851  136.81244814
113  34.84395202  136.81228719
110 1 0.00 120.0000 New Taxiway 18
111  34.84419783  136.81156757
111  34.84358829  136.81171709
111  34.84372982  136.81240626
113  34.84427390  136.81210353
112  34.84403504  136.81195176  34.84399983  136.81198215 102
112  34.84391913  136.81196607  34.84388685  136.81194998 102
112  34.84388392  136.81185166  34.84388539  136.81180518 102
112  34.84392647  136.81176763  34.84395875  136.81175870 102
112  34.84403797  136.81178194  34.84407465  136.81179445 102
113  34.84408346  136.81184808 102
110 1 0.00 120.0000 New Taxiway 17
111  34.85571624  136.80640288
112  34.85551477  136.80674461  34.85567373  136.80658755
113  34.85612652  136.80640304
110 1 0.00 120.0000 New Taxiway 16
111  34.84913322  136.80932832 102
112  34.84890927  136.80981699  34.84869584  136.80986978
113  34.84927872  136.80977836
110 1 0.00 120.0000 New Taxiway 15
111  34.84882102  136.80816461 102
112  34.84896055  136.80826498  34.84897424  136.80835422
113  34.84894121  136.80812436
110 1 0.00 120.0000 New Taxiway 14
111  34.84941893  136.80799727
112  34.84947525  136.80825907  34.84945428  136.80801919 102
113  34.84963307  136.80796828
110 1 0.00 120.0000 New Taxiway 13
111  34.84939582  136.81085279
111  34.84935716  136.81033714
112  34.84898494  136.81045944  34.84927923  136.81057199 102
113  34.84906516  136.81086899
110 1 0.00 120.0000 New Taxiway 12
111  34.84971874  136.81021520
111  34.84979199  136.81073346
112  34.85013028  136.81061230  34.84976640  136.81045970 102
113  34.85007505  136.81019573
110 1 0.00 120.0000 New Taxiway 11
111  34.85241500  136.80963176 102
112  34.85247078  136.81004817  34.85227491  136.81033182
111  34.85276178  136.80999260
113  34.85268540  136.80951091
110 1 0.00 120.0000 New Taxiway 10
111  34.84979198  136.80911090 102
112  34.84961402  136.80910215  34.84959272  136.80895505
113  34.84962014  136.80930798
110 1 0.00 120.0000 New Taxiway 9
111  34.85076709  136.80769539 102
112  34.85080681  136.80804634  34.85038538  136.80852155
113  34.85129641  136.80754865
110 1 0.00 120.0000 New Taxiway 8
111  34.85195489  136.80766731
112  34.85266706  136.80723656  34.85289059  136.80721122
113  34.85183013  136.80719855
110 1 0.00 120.0000 New Taxiway 7
111  34.85128243  136.80924129 102
112  34.85090414  136.80877142  34.85118405  136.80825022
113  34.85008071  136.80956254
110 1 0.00 120.0000 New Taxiway 6
111  34.85320734  136.80935741
111  34.85334572  136.80989701
112  34.85362222  136.80977129  34.85323916  136.80962527 102
113  34.85356367  136.80935519
110 1 0.00 120.0000 New Taxiway 5
111  34.85591991  136.80874708
111  34.85599572  136.80922586
112  34.85631639  136.80912162  34.85604203  136.80897322 102
113  34.85625882  136.80870417
110 1 0.00 120.0000 New Taxiway 4
111  34.85511824  136.80897773 102
112  34.85517417  136.80939561  34.85492205  136.80962049
111  34.85551523  136.80933953
113  34.85544505  136.80878524
110 1 0.00 120.0000 New Taxiway 3
111  34.86327028  136.80794991
111  34.86340347  136.80863630
112  34.86370791  136.80851572  34.86327790  136.80838122
113  34.86361658  136.80802411
110 1 0.00 120.0000 New Taxiway 2
111  34.86410885  136.80789744
112  34.86417583  136.80839740  34.86358142  136.80872391
111  34.86460280  136.80834128
113  34.86449397  136.80769848
110 1 0.00 120.0000 New Taxiway 1
111  34.86497298  136.80761672
111  34.86509113  136.80822723
112  34.86536908  136.80811063  34.86500756  136.80796664 102
113  34.86530379  136.80761795
110 1 0.00 120.0000 New Taxiway 40
111  34.86175792  136.80732665
111  34.86185444  136.80781447
112  34.86219510  136.80770376  34.86177496  136.80765532 102
113  34.86212981  136.80728807
110 1 0.00 120.0000 New Taxiway 38
111  34.86142162  136.80728482
112  34.86031075  136.80756110  34.86031453  136.80756110
111  34.86051856  136.80852350
113  34.86160298  136.80812289
112  34.86128176  136.80779322  34.86128120  136.80779527
112  34.86123647  136.80786962  34.86122136  136.80788804
112  34.86102488  136.80798935  34.86094175  136.80801698
112  34.86079407  136.80799575  34.86075251  136.80799115
112  34.86068357  136.80791005  34.86067223  136.80785019
112  34.86081706  136.80766241  34.86088507  136.80757492
111  34.86096064  136.80757952
112  34.86117224  136.80763478  34.86128559  136.80767162
113  34.86128861  136.80773254
110 1 0.00 120.0000 New Taxiway 37
111  34.85430003  136.80684178 102
112  34.85446457  136.80702504  34.85420385  136.80732432
113  34.85476417  136.80671454
110 1 0.00 120.0000 New Taxiway 36
111  34.85357697  136.80875053
111  34.85439018  136.80863593
113  34.85415230  136.80803595
110 1 0.00 120.0000 New Taxiway 35
111  34.85483772  136.80838778
112  34.85448735  136.80783524  34.85487551  136.80727015
111  34.85407172  136.80804289
113  34.85431217  136.80857031
110 1 0.00 120.0000 New Taxiway 34
111  34.85587462  136.80803634
112  34.85561254  136.80819667  34.85547867  136.80822974
113  34.85597666  136.80812612
110 1 0.00 120.0000 New Taxiway 31
111  34.86138908  136.80680179
112  34.86104760  136.80677912  34.86090204  136.80670709
111  34.85901529  136.80594692
112  34.85933474  136.80560785  34.86005265  136.80538180
111  34.85703569  136.80609763
112  34.85736544  136.80650785  34.85678837  136.80706459
112  34.85679524  136.80706877  34.85679867  136.80706877
111  34.85587462  136.80803634
111  34.85653132  136.80864920
111  34.85967625  136.80786638 102
112  34.85973777  136.80829465  34.85898964  136.80860869
111  34.86010769  136.80826933
113  34.86021159  136.80777801
111  34.85899664  136.80659782
112  34.85903080  136.80737188  34.85810680  136.80770258
111  34.85793488  136.80764433
114  34.85762230  136.80704155  34.85811350  136.80638435
110 1 0.00 120.0000 New Taxiway 30
111  34.86392467  136.80685694 102
112  34.86400223  136.80726511  34.86346637  136.80760024
111  34.86439178  136.80722000
113  34.86429659  136.80674953
110 1 0.00 120.0000 New Taxiway 29
111  34.86471115  136.80602497
112  34.86485542  136.80596964  34.86479572  136.80598904
113  34.86466239  136.80594736
110 1 0.00 120.0000 New Taxiway 28
111  34.86474484  136.80648905
111  34.86485946  136.80705538
112  34.86517423  136.80698170  34.86464761  136.80689572 102
113  34.86508808  136.80657194
110 1 0.00 120.0000 New Taxiway 26
111  34.86743377  136.80473698
111  34.86602287  136.80416610
112  34.86603707  136.80401733  34.86632095  136.80394121
111  34.86544659  136.80406576
111  34.86411801  136.80443251
111  34.86542103  136.80464702
111  34.86639050  136.80501377
112  34.86616907  136.80565224  34.86552750  136.80582177
111  34.86485542  136.80596964
111  34.86508808  136.80657194
111  34.86749481  136.80600115
113  34.86758874  136.80531063
110 1 0.00 120.0000 New Taxiway 25
111  34.86773240  136.80343743
112  34.86731383  136.80370576  34.86749268  136.80366424
111  34.86751665  136.80387338
112  34.86764156  136.80464068  34.86766257  136.80485242
111  34.86743211  136.80473647
111  34.86753936  136.80532228
112  34.86839818  136.80511448  34.86825567  136.80513385
111  34.86824489  136.80505912
112  34.86802723  136.80377918  34.86798750  136.80354998
113  34.86821131  136.80348778
110 1 0.00 120.0000 New Taxiway 24
111  34.86847267  136.80681953
111  34.86854705  136.80738028
112  34.86909909  136.80722844  34.86855244  136.80704543 102
113  34.86899821  136.80672517
110 1 0.00 120.0000 New Taxiway 22
111  34.86832296  136.80579388
111  34.86834283  136.80622983
112  34.86867562  136.80613815  34.86818503  136.80600175 102
113  34.86871188  136.80570046
110 1 0.00 120.0000 New Taxiway 21
111  34.87297328  136.80576722 102
112  34.87278893  136.80631968  34.87187523  136.80678860
111  34.87330953  136.80620237
113  34.87321327  136.80570736
110 1 0.00 120.0000 New Taxiway 19
111  34.87407961  136.80549234
111  34.87367027  136.80558772
111  34.87378103  136.80609693
113  34.87416027  136.80598687
112  34.87398089  136.80593972  34.87394718  136.80597494 102
111  34.87388939  136.80596193 102
112  34.87381233  136.80587388  34.87378344  136.80580784 102
111  34.87379909  136.80577116 102
112  34.87384484  136.80568604  34.87385688  136.80565963 102
112  34.87392791  136.80566550  34.87396162  136.80566696 102
112  34.87401700  136.80570805  34.87406877  136.80575061 102
113  34.87404108  136.80581371 102
110 1 0.00 120.0000 New Taxiway 18
111  34.87270604  136.80236295
112  34.87221497  136.80252124  34.87250758  136.80245034 102
113  34.87273549  136.80277142
110 1 0.00 120.0000 New Taxiway 17
111  34.87284296  136.80341660 102
112  34.87255508  136.80411159  34.87221783  136.80420294
113  34.87294289  136.80402939
110 1 0.00 120.0000 New Taxiway 16
111  34.87347670  136.80255382 102
112  34.87359942  136.80264000  34.87361570  136.80273812
113  34.87358796  136.80249869
110 1 0.00 120.0000 New Taxiway 15
111  34.87368818  136.80489975
111  34.87358778  136.80486404
111  34.87359894  136.80496266
113  34.87368822  136.80493545
110 1 0.00 120.0000 New Taxiway 13
111  34.87388376  136.80489943
111  34.87391706  136.80487292
113  34.87388988  136.80486464
